Source,Target,Edge_Label
ActaBenefits,ActaMktng,Unit
ActaBenefits,ActaMktng,Warehouse Shipping
ActaBenefits,ActaMobile,OTS
ActaBenefits,ActaMobile,Product Case
ActaBenefits,ActaODS,Consumer Case
ActaBenefits,ActaODS,Promotion
ActaBenefits,ActaODS,Vendor
ActaBenefits,ActaPay,OTS Vendor
ActaBenefits,ActaPay,WarehouseCase
ActaBenefits,ActaPharm,Department
ActaBenefits,ActaPharm,Promotion
ActaBenefits,ActaPharm,Scanner
ActaBenefits,ActaPharm,Vendor
ActaBenefits,ActaPlan,Product
ActaBenefits,ActaPlan,Promotion
ActaBenefits,ActaPlan,Timesheet
ActaBenefits,ActaPlan,Unit
ActaBenefits,ActaPointMain,Pack
ActaBenefits,ActaPointStore,Price Data
ActaBenefits,ActaPointStore,Purchase
ActaBenefits,ActaPointStore,Vendor
ActaBenefits,ActaProdID,Basket
ActaBenefits,ActaProdID,Customer
ActaBenefits,ActaProdID,OTS Cost
ActaBenefits,ActaProdID,Promotion
ActaBenefits,ActaPromise,Promotion
ActaBenefits,ActaPromise,Vendor
ActaBenefits,ActaReport,Price Data
ActaBenefits,ActaReport,Sales Plans
ActaBenefits,ActaSched,Scanner
ActaBenefits,ActaSched,WarehouseCase
ActaBenefits,ActaStore,Scanner
ActaBenefits,ActaStoreLoc,Item Detail
ActaBenefits,ActaWeb,Site
ActaBenefits,ActaWeb,Timesheet
ActaBenefits,EBJ_BIO,Campaign
ActaBenefits,EBJ_CRM,Location
ActaBenefits,EBJ_Insurance,Product
ActaBenefits,EBJ_POS,OrderDetail
ActaBenefits,EBJ_POS,Promotion
ActaBenefits,EBJ_POS,Store Catalog
ActaBenefits,EBJ_POS,Warehouse Shipping
ActaBenefits,EBJ_POSHOSTED,Consumer Case
ActaBenefits,EBJ_POSHOSTED,Contract
ActaBenefits,EBJ_Purchasing,OTS Vendor
ActaBenefits,EBJ_Security,Department
ActaBenefits,EBJ_Security,Employee
ActaBenefits,EBJ_Security,OTS Order
ActaBenefits,FRWN-ERP,Campaign
ActaBenefits,FRWN-ERP,Item Hierarchy
ActaBenefits,FRWN-ERP,Vendor
ActaBenefits,FRWN-POS,Authorization Overide
ActaBenefits,FRWN-POS,Deal
ActaBenefits,FRWN-POS,Revenue
ActaBenefits,FRWN-POS,Sales Plans
ActaBenefits,FRWN-Time,Basket
ActaBenefits,FRWN-Xfer,Price Change
ActaBenefits,WdyLoyalty,Pack
ActaBenefits,WdyLoyalty,Product
ActaBenefits,WdyPOS,Store Inventory
ActaBenefits,WdyPOS,Warehouse Delivery
ActaBenefits,WdyPurchasing,Allocation
ActaBenefits,WdyPurchasing,Authorization
ActaBenefits,WdyPurchasing,Location
ActaBenefits,WdySales,Sales
ActaBenefits,WdyTime,Marketing Plans
ActaBilling,ActaAcctDM,Contract
ActaBilling,ActaAcctDM,Pack
ActaBilling,ActaAcctDM,Store Inventory
ActaBilling,ActaBenefits,Cost
ActaBilling,ActaComp,Sales Plans
ActaBilling,ActaComp,Warehouse Shipping
ActaBilling,ActaCoupons,Authorization Overide
ActaBilling,ActaCoupons,Case
ActaBilling,ActaCoupons,WarehouseCase
ActaBilling,ActaCS,Location
ActaBilling,ActaData,Consumer
ActaBilling,ActaData,Division
ActaBilling,ActaData,OTS Item
ActaBilling,ActaDist,Coupon
ActaBilling,ActaEDW,Price Change
ActaBilling,ActaEDW,Vendor
ActaBilling,ActaFlour,Case
ActaBilling,ActaFlour,Product
ActaBilling,ActaFlour,Purchase
ActaBilling,ActaFlour,Store Catalog
ActaBilling,ActaFuel,Contract
ActaBilling,ActaFuel,Marketing Plans
ActaBilling,ActaFuel,Offer
ActaBilling,ActaFuel,OTS Order
ActaBilling,ActaFuel,Vendor
ActaBilling,ActaHR,Authorization Overide
ActaBilling,ActaHR,Location
ActaBilling,ActaHR,Promotion
ActaBilling,ActaLink,OrderDetail
ActaBilling,ActaLink,Scanner
ActaBilling,ActaMfg,Store Inventory
ActaBilling,ActaMfg,Timesheet
ActaBilling,ActaMobile,Contract
ActaBilling,ActaMobile,OrderDetail
ActaBilling,ActaMobile,Price History
ActaBilling,ActaMobile,Scanner
ActaBilling,ActaODS,Item Detail
ActaBilling,ActaODS,Item Master
ActaBilling,ActaPharm,Location
ActaBilling,ActaPharm,Price Change
ActaBilling,ActaPharm,Promotion
ActaBilling,ActaPlan,Case
ActaBilling,ActaPlan,Deal
ActaBilling,ActaPointMain,Customer
ActaBilling,ActaPointStore,Item Detail
ActaBilling,ActaPointStore,OTS Order
ActaBilling,ActaPointStore,Price Change
ActaBilling,ActaProdID,Deal
ActaBilling,ActaProdID,Price Data
ActaBilling,ActaPromise,Price Data
ActaBilling,ActaPromise,WarehouseCase
ActaBilling,ActaSched,Basket
ActaBilling,ActaSched,BOL
ActaBilling,ActaSched,Cost
ActaBilling,ActaSched,Price Change
ActaBilling,ActaSched,Promotion
ActaBilling,ActaSched,Vendor
ActaBilling,ActaSched,Warehouse Order
ActaBilling,ActaStore,BOL
ActaBilling,ActaStore,OTS
ActaBilling,ActaStore,OTS Billing
ActaBilling,ActaStore,OTS Item
ActaBilling,ActaStoreLoc,Authorization
ActaBilling,ActaStoreLoc,Campaign
ActaBilling,ActaStoreLoc,Item Master
ActaBilling,ActaStoreLoc,Promotion
ActaBilling,ActaWeb,OTS Order
ActaBilling,ActaWeb,Store Deliveries
ActaBilling,ActaWHSE,Offer
ActaBilling,ActaWHSE,Price History
ActaBilling,EBJ_BIO,Marketing Plans
ActaBilling,EBJ_BIO,OTS Order
ActaBilling,EBJ_CRM,BOL
ActaBilling,EBJ_CRM,Timesheet
ActaBilling,EBJ_Insurance,Authorization Overide
ActaBilling,EBJ_Insurance,OTS Cost
ActaBilling,EBJ_POS,Order
ActaBilling,EBJ_Purchasing,Department
ActaBilling,EBJ_Security,Offer
ActaBilling,FRWN-ERP,Warehoust Dist
ActaBilling,FRWN-Time,Allocation
ActaBilling,FRWN-Time,Employee
ActaBilling,FRWN-Time,Product Case
ActaBilling,WdyLoyalty,Allocation
ActaBilling,WdyMktng,Allocation
ActaBilling,WdyMktng,DeliveryTruck
ActaBilling,WdyMktng,Item Master
ActaBilling,WdyMktng,Purchase
ActaBilling,WdyPOS,OTS Billing
ActaBilling,WdyPOS,Price Change
ActaBilling,WdyPurchasing,OTS Billing
ActaBilling,WdyPurchasing,OTS Vendor
ActaBilling,WdyPurchasing,Site
ActaBilling,WdySales,Authorization
ActaBilling,WdySales,Basket
ActaBilling,WdySales,Store Deliveries
ActaBilling,WdyTime,OrderDetail
ActaBilling,WdyTime,OTS Vendor
ActaBilling,WdyTime,Unit
ActaComp,ActaAcctDM,Authorization
ActaComp,ActaAcctDM,Campaign
ActaComp,ActaAcctDM,Product
ActaComp,ActaAcctDM,Sales
ActaComp,ActaAcctDM,Timesheet
ActaComp,ActaBenefits,Store Deliveries
ActaComp,ActaBilling,OTS Vendor
ActaComp,ActaCoupons,Item Hierarchy
ActaComp,ActaCS,Authorization Data
ActaComp,ActaCS,OTS
ActaComp,ActaCS,OTS Order
ActaComp,ActaCS,Warehouse Delivery
ActaComp,ActaData,OTS Vendor
ActaComp,ActaDist,Sales Plans
ActaComp,ActaEDW,BOL
ActaComp,ActaFin,Price Data
ActaComp,ActaFlour,OrderDetail
ActaComp,ActaFuel,Cost
ActaComp,ActaHR,Vendor
ActaComp,ActaKronos,OTS Cost
ActaComp,ActaKronos,Pack
ActaComp,ActaKronos,Site
ActaComp,ActaLink,Department
ActaComp,ActaLink,Product Case
ActaComp,ActaLink,Sales
ActaComp,ActaMfg,Authorization Data
ActaComp,ActaMktng,Authorization Overide
ActaComp,ActaMktng,OTS
ActaComp,ActaMobile,OTS Order
ActaComp,ActaMobile,Product
ActaComp,ActaPharm,Basket
ActaComp,ActaPharm,Warehoust Dist
ActaComp,ActaPlan,Price Change
ActaComp,ActaPointMain,OTS
ActaComp,ActaPointMain,OTS Item
ActaComp,ActaPointMain,OTS Vendor
ActaComp,ActaPointStore,Basket
ActaComp,ActaPointStore,Item Detail
ActaComp,ActaPointStore,OTS Order
ActaComp,ActaPointStore,Warehouse Shipping
ActaComp,ActaPointStore,Warehoust Dist
ActaComp,ActaPromise,OTS Billing
ActaComp,ActaPromise,Product Case
ActaComp,ActaReport,Scanner
ActaComp,ActaReport,Warehouse Delivery
ActaComp,ActaStore,Sales
ActaComp,ActaStoreLoc,Consumer Case
ActaComp,ActaStoreLoc,DeliveryTruck
ActaComp,ActaStoreLoc,Purchase
ActaComp,ActaStoreLoc,Vendor
ActaComp,ActaWeb,Marketing Plans
ActaComp,ActaWeb,OTS Billing
ActaComp,ActaWeb,Site
ActaComp,ActaWHSE,Authorization
ActaComp,ActaWHSE,Deal
ActaComp,ActaWHSE,OTS
ActaComp,ActaWHSE,Warehouse Order
ActaComp,EBJ_BIO,Item Detail
ActaComp,EBJ_CRM,BOL
ActaComp,EBJ_CRM,Item Hierarchy
ActaComp,EBJ_CRM,OrderDetail
ActaComp,EBJ_Insurance,Consumer
ActaComp,EBJ_Insurance,Division
ActaComp,EBJ_Insurance,Employee
ActaComp,EBJ_Insurance,Ingredient
ActaComp,EBJ_Insurance,OTS Cost
ActaComp,EBJ_Insurance,OTS Item
ActaComp,EBJ_POS,OrderDetail
ActaComp,EBJ_POS,WarehouseCase
ActaComp,EBJ_POSHOSTED,Basket
ActaComp,EBJ_POSHOSTED,Location
ActaComp,EBJ_Purchasing,Promotion
ActaComp,EBJ_Purchasing,Sales
ActaComp,EBJ_Security,Product Case
ActaComp,FRWN-ERP,Authorization Overide
ActaComp,FRWN-ERP,DeliveryTruck
ActaComp,FRWN-POS,Department
ActaComp,FRWN-POS,Store Deliveries
ActaComp,FRWN-Time,Warehouse Delivery
ActaComp,FRWN-Xfer,Item Detail
ActaComp,FRWN-Xfer,Purchase
ActaComp,WdyLoyalty,Store Catalog
ActaComp,WdyMktng,Basket
ActaComp,WdyMktng,Campaign
ActaComp,WdyMktng,Item Master
ActaComp,WdyMktng,OrderDetail
ActaComp,WdyPOS,Authorization Overide
ActaComp,WdyPurchasing,Authorization
ActaComp,WdyPurchasing,Sales
ActaComp,WdyPurchasing,Sales Plans
ActaComp,WdySales,Case
ActaComp,WdySales,Offer
ActaComp,WdyTime,OrderDetail
ActaCoupons,ActaAcctDM,Store Inventory
ActaCoupons,ActaBilling,Contract
ActaCoupons,ActaBilling,Store Inventory
ActaCoupons,ActaComp,Store Deliveries
ActaCoupons,ActaCS,Department
ActaCoupons,ActaCS,Price Change
ActaCoupons,ActaData,Scanner
ActaCoupons,ActaDist,Consumer Case
ActaCoupons,ActaDist,Warehouse Shipping
ActaCoupons,ActaEDW,BOL
ActaCoupons,ActaEDW,OrderDetail
ActaCoupons,ActaEDW,OTS Order
ActaCoupons,ActaEDW,Store Inventory
ActaCoupons,ActaFlour,Scanner
ActaCoupons,ActaFresh,Marketing Plans
ActaCoupons,ActaFresh,OTS Cost
ActaCoupons,ActaFresh,Revenue
ActaCoupons,ActaFuel,BOL
ActaCoupons,ActaFuel,Warehouse Delivery
ActaCoupons,ActaFuel,Web-Log
ActaCoupons,ActaHR,OTS
ActaCoupons,ActaKronos,OTS Cost
ActaCoupons,ActaKronos,Pack
ActaCoupons,ActaKronos,Price Data
ActaCoupons,ActaLink,Cost
ActaCoupons,ActaLink,Timesheet
ActaCoupons,ActaMfg,Product Case
ActaCoupons,ActaMktng,Department
ActaCoupons,ActaMktng,Item Detail
ActaCoupons,ActaMktng,OTS
ActaCoupons,ActaMktng,Warehoust Dist
ActaCoupons,ActaMobile,Item Detail
ActaCoupons,ActaMobile,Unit
ActaCoupons,ActaODS,Authorization Overide
ActaCoupons,ActaPay,Marketing Plans
ActaCoupons,ActaPay,OTS Item
ActaCoupons,ActaPharm,Sales
ActaCoupons,ActaPharm,Warehouse Shipping
ActaCoupons,ActaPlan,Division
ActaCoupons,ActaPointMain,Contract
ActaCoupons,ActaPointMain,Department
ActaCoupons,ActaPointStore,Deal
ActaCoupons,ActaProdID,Location
ActaCoupons,ActaProdID,Product Case
ActaCoupons,ActaProdID,Store Inventory
ActaCoupons,ActaPromise,Order
ActaCoupons,ActaPromise,Store Deliveries
ActaCoupons,ActaReport,Consumer
ActaCoupons,ActaReport,Site
ActaCoupons,ActaReport,Unit
ActaCoupons,ActaSched,Item Detail
ActaCoupons,ActaSched,Timesheet
ActaCoupons,ActaStore,Product
ActaCoupons,ActaStore,Warehouse Shipping
ActaCoupons,ActaStoreLoc,Division
ActaCoupons,ActaStoreLoc,Price Data
ActaCoupons,ActaWeb,Web-Log
ActaCoupons,ActaWHSE,Campaign
ActaCoupons,ActaWHSE,Revenue
ActaCoupons,EBJ_BIO,Ingredient
ActaCoupons,EBJ_BIO,WarehouseCase
ActaCoupons,EBJ_CRM,Item Detail
ActaCoupons,EBJ_CRM,Warehouse Order
ActaCoupons,EBJ_Insurance,BOL
ActaCoupons,EBJ_Insurance,Location
ActaCoupons,EBJ_Insurance,Product Case
ActaCoupons,EBJ_POS,Consumer Case
ActaCoupons,EBJ_POS,Unit
ActaCoupons,EBJ_POSHOSTED,Authorization Overide
ActaCoupons,EBJ_POSHOSTED,DeliveryTruck
ActaCoupons,EBJ_POSHOSTED,OTS Vendor
ActaCoupons,EBJ_POSHOSTED,Pack
ActaCoupons,EBJ_POSHOSTED,Sales
ActaCoupons,EBJ_POSHOSTED,Warehouse Delivery
ActaCoupons,FRWN-ERP,Authorization Overide
ActaCoupons,FRWN-ERP,Division
ActaCoupons,FRWN-ERP,Item Master
ActaCoupons,FRWN-ERP,Sales Plans
ActaCoupons,FRWN-Xfer,Item Detail
ActaCoupons,FRWN-Xfer,Item Master
ActaCoupons,FRWN-Xfer,OTS Item
ActaCoupons,FRWN-Xfer,OTS Vendor
ActaCoupons,WdyLoyalty,Pack
ActaCoupons,WdyLoyalty,Price Data
ActaCoupons,WdyMktng,Case
ActaCoupons,WdyMktng,Customer
ActaCoupons,WdyMktng,Offer
ActaCoupons,WdyMktng,OTS
ActaCoupons,WdyMktng,OTS Order
ActaCoupons,WdyMktng,Purchase
ActaCoupons,WdyPOS,Ingredient
ActaCoupons,WdyPOS,OTS Billing
ActaCoupons,WdyPurchasing,Contract
ActaCoupons,WdyPurchasing,Warehouse Order
ActaCoupons,WdySales,Authorization
ActaCoupons,WdySales,Employee
ActaCoupons,WdySales,Item Detail
ActaCoupons,WdySales,Marketing Plans
ActaCoupons,WdySales,OTS Cost
ActaCoupons,WdyTime,Cost
ActaCoupons,WdyTime,Product
ActaCoupons,WdyTime,Scanner
ActaCoupons,WdyTime,Site
ActaCS,ActaAcctDM,Price History
ActaCS,ActaAcctDM,Product
ActaCS,ActaBenefits,Employee
ActaCS,ActaBilling,Department
ActaCS,ActaComp,Ingredient
ActaCS,ActaComp,Item Detail
ActaCS,ActaComp,Sales Plans
ActaCS,ActaComp,Store Deliveries
ActaCS,ActaComp,Warehouse Order
ActaCS,ActaData,Consumer Case
ActaCS,ActaData,Timesheet
ActaCS,ActaDist,Department
ActaCS,ActaDist,Marketing Plans
ActaCS,ActaEDW,Item Master
ActaCS,ActaEDW,OTS
ActaCS,ActaFin,Revenue
ActaCS,ActaFlour,Contract
ActaCS,ActaFlour,OTS Order
ActaCS,ActaFlour,Promotion
ActaCS,ActaFlour,Sales
ActaCS,ActaFresh,Authorization
ActaCS,ActaFresh,Campaign
ActaCS,ActaFresh,DeliveryTruck
ActaCS,ActaFresh,Department
ActaCS,ActaFresh,OrderDetail
ActaCS,ActaFresh,Warehouse Delivery
ActaCS,ActaHR,Authorization
ActaCS,ActaHR,Product
ActaCS,ActaHR,Timesheet
ActaCS,ActaKronos,Marketing Plans
ActaCS,ActaKronos,Store Deliveries
ActaCS,ActaMfg,Consumer Case
ActaCS,ActaMfg,Order
ActaCS,ActaMktng,OTS
ActaCS,ActaMobile,Campaign
ActaCS,ActaMobile,OTS Vendor
ActaCS,ActaMobile,Warehouse Shipping
ActaCS,ActaODS,Item Master
ActaCS,ActaODS,Price Data
ActaCS,ActaPay,Case
ActaCS,ActaPay,Item Detail
ActaCS,ActaPay,Store Deliveries
ActaCS,ActaPharm,Case
ActaCS,ActaPharm,Item Hierarchy
ActaCS,ActaPharm,Pack
ActaCS,ActaPharm,Site
ActaCS,ActaPlan,OTS
ActaCS,ActaPointMain,Division
ActaCS,ActaPointMain,Location
ActaCS,ActaPointMain,Revenue
ActaCS,ActaPointMain,Store Inventory
ActaCS,ActaPointStore,Revenue
ActaCS,ActaPointStore,Warehouse Order
ActaCS,ActaProdID,Sales
ActaCS,ActaProdID,Scanner
ActaCS,ActaPromise,Warehouse Shipping
ActaCS,ActaReport,Department
ActaCS,ActaReport,Item Detail
ActaCS,ActaReport,Marketing Plans
ActaCS,ActaReport,Order
ActaCS,ActaReport,Price Change
ActaCS,ActaSched,Authorization Overide
ActaCS,ActaStore,OTS Billing
ActaCS,ActaStore,Product
ActaCS,ActaStoreLoc,Price History
ActaCS,ActaStoreLoc,Store Deliveries
ActaCS,ActaWeb,Campaign
ActaCS,ActaWHSE,Authorization
ActaCS,ActaWHSE,Coupon
ActaCS,ActaWHSE,OTS Cost
ActaCS,ActaWHSE,OTS Order
ActaCS,ActaWHSE,Price History
ActaCS,ActaWHSE,Warehoust Dist
ActaCS,EBJ_CRM,Price Data
ActaCS,EBJ_Insurance,OTS Vendor
ActaCS,EBJ_Purchasing,Allocation
ActaCS,EBJ_Purchasing,Authorization Data
ActaCS,EBJ_Purchasing,Deal
ActaCS,EBJ_Purchasing,Item Hierarchy
ActaCS,EBJ_Security,Contract
ActaCS,EBJ_Security,WarehouseCase
ActaCS,FRWN-ERP,Item Hierarchy
ActaCS,FRWN-ERP,Unit
ActaCS,FRWN-POS,Department
ActaCS,FRWN-Xfer,Item Detail
ActaCS,FRWN-Xfer,Marketing Plans
ActaCS,FRWN-Xfer,WarehouseCase
ActaCS,WdyLoyalty,Vendor
ActaCS,WdyPOS,Revenue
ActaCS,WdyPOS,Vendor
ActaCS,WdyPurchasing,Authorization Overide
ActaCS,WdyPurchasing,Product Case
ActaCS,WdyPurchasing,Site
ActaCS,WdyPurchasing,Store Catalog
ActaCS,WdySales,Authorization
ActaCS,WdySales,Customer
ActaCS,WdySales,Item Hierarchy
ActaCS,WdySales,OTS Vendor
ActaCS,WdySales,Price History
ActaCS,WdyTime,Location
ActaCS,WdyTime,OTS Vendor
ActaData,ActaAcctDM,Authorization Data
ActaData,ActaAcctDM,Consumer Case
ActaData,ActaAcctDM,Scanner
ActaData,ActaBilling,Warehoust Dist
ActaData,ActaComp,Case
ActaData,ActaComp,Item Hierarchy
ActaData,ActaComp,OrderDetail
ActaData,ActaComp,Timesheet
ActaData,ActaCoupons,Purchase
ActaData,ActaCoupons,Scanner
ActaData,ActaDist,Scanner
ActaData,ActaDist,Store Deliveries
ActaData,ActaDist,Warehouse Order
ActaData,ActaEDW,Item Detail
ActaData,ActaEDW,Pack
ActaData,ActaEDW,Site
ActaData,ActaFin,Purchase
ActaData,ActaFin,Store Deliveries
ActaData,ActaFlour,Price Data
ActaData,ActaFlour,Promotion
ActaData,ActaFresh,Consumer Case
ActaData,ActaFresh,Item Hierarchy
ActaData,ActaFresh,Offer
ActaData,ActaFresh,Price Data
ActaData,ActaFuel,OTS Vendor
ActaData,ActaHR,Store Catalog
ActaData,ActaHR,Warehouse Order
ActaData,ActaKronos,Employee
ActaData,ActaKronos,Location
ActaData,ActaKronos,Price Change
ActaData,ActaKronos,Warehouse Order
ActaData,ActaLink,Authorization Overide
ActaData,ActaLink,Department
ActaData,ActaLink,Promotion
ActaData,ActaMobile,Campaign
ActaData,ActaMobile,Revenue
ActaData,ActaODS,BOL
ActaData,ActaODS,Consumer
ActaData,ActaODS,Customer
ActaData,ActaODS,Deal
ActaData,ActaPay,Authorization
ActaData,ActaPharm,Item Hierarchy
ActaData,ActaPlan,Pack
ActaData,ActaPointMain,Department
ActaData,ActaPointMain,Item Hierarchy
ActaData,ActaPointStore,Revenue
ActaData,ActaProdID,Unit
ActaData,ActaPromise,Vendor
ActaData,ActaReport,OTS Order
ActaData,ActaReport,Product
ActaData,ActaReport,Web-Log
ActaData,ActaSched,Purchase
ActaData,ActaSched,Warehouse Delivery
ActaData,ActaSched,Warehoust Dist
ActaData,ActaStore,BOL
ActaData,ActaStore,Store Catalog
ActaData,ActaStoreLoc,Cost
ActaData,ActaStoreLoc,Employee
ActaData,ActaStoreLoc,Site
ActaData,ActaStoreLoc,Store Inventory
ActaData,ActaWeb,Division
ActaData,ActaWHSE,Basket
ActaData,ActaWHSE,Warehouse Shipping
ActaData,EBJ_BIO,Pack
ActaData,EBJ_BIO,Scanner
ActaData,EBJ_CRM,Consumer
ActaData,EBJ_CRM,Location
ActaData,EBJ_Insurance,Contract
ActaData,EBJ_Insurance,DeliveryTruck
ActaData,EBJ_Insurance,OrderDetail
ActaData,EBJ_Insurance,OTS
ActaData,EBJ_POS,Consumer Case
ActaData,EBJ_POS,Customer
ActaData,EBJ_Purchasing,DeliveryTruck
ActaData,EBJ_Purchasing,Division
ActaData,EBJ_Purchasing,Offer
ActaData,EBJ_Security,Item Hierarchy
ActaData,EBJ_Security,Price Change
ActaData,FRWN-ERP,Allocation
ActaData,FRWN-ERP,Contract
ActaData,FRWN-ERP,Location
ActaData,FRWN-ERP,Order
ActaData,FRWN-POS,Campaign
